Standard Name,Standard Description,Standard URL,Domain,Grade,Strand,Parent Standard
CCSS.Math.Content.8.EE.C.8a," Understand that solutions to a system of two linear equations in two variables correspond to points of intersection of their graphs, because points of intersection satisfy both equations simultaneously.",http://www.corestandards.org/Math/Content/8/EE/C/8/a,Expressions & Equations,Grade 8,Analyze and solve linear equations and pairs of simultaneous linear equations.,CCSS.Math.Content.8.EE.C.8
CCSS.Math.Content.8.EE.C.8b," Solve systems of two linear equations in two variables algebraically, and estimate solutions by graphing the equations. Solve simple cases by inspection. ",http://www.corestandards.org/Math/Content/8/EE/C/8/b,Expressions & Equations,Grade 8,Analyze and solve linear equations and pairs of simultaneous linear equations.,CCSS.Math.Content.8.EE.C.8
CCSS.Math.Content.8.EE.C.8c, Solve real-world and mathematical problems leading to two linear equations in two variables. ,http://www.corestandards.org/Math/Content/8/EE/C/8/c,Expressions & Equations,Grade 8,Analyze and solve linear equations and pairs of simultaneous linear equations.,CCSS.Math.Content.8.EE.C.8
CCSS.Math.Content.8.F.A.1, Understand that a function is a rule that assigns to each input exactly one output. The graph of a function is the set of ordered pairs consisting of an input and the corresponding output.,http://www.corestandards.org/Math/Content/8/F/A/1,Functions,Grade 8,"Define, evaluate, and compare functions.",
CCSS.Math.Content.8.F.A.2," Compare properties of two functions each represented in a different way (algebraically, graphically, numerically in tables, or by verbal descriptions). ",http://www.corestandards.org/Math/Content/8/F/A/2,Functions,Grade 8,"Define, evaluate, and compare functions.",
CCSS.Math.Content.8.F.A.3, Interpret the equation ,http://www.corestandards.org/Math/Content/8/F/A/3,Functions,Grade 8,"Define, evaluate, and compare functions.",
CCSS.Math.Content.8.F.B.4, Construct a function to model a linear relationship between two quantities. Determine the rate of change  and initial value of the function from a description of a relationship or from two (,http://www.corestandards.org/Math/Content/8/F/B/4,Functions,Grade 8,Use functions to model relationships between quantities.,
CCSS.Math.Content.8.F.B.5," Describe qualitatively the functional relationship between two quantities by analyzing a graph (e.g., where the function is increasing or decreasing, linear or nonlinear). Sketch a graph that exhibits the qualitative features of a function that has been described verbally.",http://www.corestandards.org/Math/Content/8/F/B/5,Functions,Grade 8,Use functions to model relationships between quantities.,
CCSS.Math.Content.8.G.A.1," Verify experimentally the properties of rotations, reflections, and translations:",http://www.corestandards.org/Math/Content/8/G/A/1,Geometry,Grade 8,"Understand congruence and similarity using physical models, transparencies, or geometry software.",
CCSS.Math.Content.8.G.A.1a," Lines are taken to lines, and line segments to line segments of the same length.",http://www.corestandards.org/Math/Content/8/G/A/1/a,Geometry,Grade 8,"Understand congruence and similarity using physical models, transparencies, or geometry software.",CCSS.Math.Content.8.G.A.1
CCSS.Math.Content.8.G.A.1b, Angles are taken to angles of the same measure.,http://www.corestandards.org/Math/Content/8/G/A/1/b,Geometry,Grade 8,"Understand congruence and similarity using physical models, transparencies, or geometry software.",CCSS.Math.Content.8.G.A.1
CCSS.Math.Content.8.G.A.1c, Parallel lines are taken to parallel lines.,http://www.corestandards.org/Math/Content/8/G/A/1/c,Geometry,Grade 8,"Understand congruence and similarity using physical models, transparencies, or geometry software.",CCSS.Math.Content.8.G.A.1
CCSS.Math.Content.8.G.A.2," Understand that a two-dimensional figure is congruent to another if the second can be obtained from the first by a sequence of rotations, reflections, and translations; given two congruent figures, describe a sequence that exhibits the congruence between them.",http://www.corestandards.org/Math/Content/8/G/A/2,Geometry,Grade 8,"Understand congruence and similarity using physical models, transparencies, or geometry software.",
CCSS.Math.Content.8.G.A.3," Describe the effect of dilations, translations, rotations, and reflections on two-dimensional figures using coordinates.",http://www.corestandards.org/Math/Content/8/G/A/3,Geometry,Grade 8,"Understand congruence and similarity using physical models, transparencies, or geometry software.",
CCSS.Math.Content.8.G.A.4," Understand that a two-dimensional figure is similar to another if the second can be obtained from the first by a sequence of rotations, reflections, translations, and dilations; given two similar two-dimensional figures, describe a sequence that exhibits the similarity between them.",http://www.corestandards.org/Math/Content/8/G/A/4,Geometry,Grade 8,"Understand congruence and similarity using physical models, transparencies, or geometry software.",
CCSS.Math.Content.8.G.A.5," Use informal arguments to establish facts about the angle sum and exterior angle of triangles, about the angles created when parallel lines are cut by a transversal, and the angle-angle criterion for similarity of triangles. ",http://www.corestandards.org/Math/Content/8/G/A/5,Geometry,Grade 8,"Understand congruence and similarity using physical models, transparencies, or geometry software.",
CCSS.Math.Content.8.G.B.6, Explain a proof of the Pythagorean Theorem and its converse.,http://www.corestandards.org/Math/Content/8/G/B/6,Geometry,Grade 8,Understand and apply the Pythagorean Theorem.,
CCSS.Math.Content.8.G.B.7, Apply the Pythagorean Theorem to determine unknown side lengths in right triangles in real-world and mathematical problems in two and three dimensions.,http://www.corestandards.org/Math/Content/8/G/B/7,Geometry,Grade 8,Understand and apply the Pythagorean Theorem.,
CCSS.Math.Content.8.G.B.8, Apply the Pythagorean Theorem to find the distance between two points in a coordinate system.,http://www.corestandards.org/Math/Content/8/G/B/8,Geometry,Grade 8,Understand and apply the Pythagorean Theorem.,
CCSS.Math.Content.8.G.C.9," Know the formulas for the volumes of cones, cylinders, and spheres and use them to solve real-world and mathematical problems.",http://www.corestandards.org/Math/Content/8/G/C/9,Geometry,Grade 8,"Solve real-world and mathematical problems involving volume of cylinders, cones, and spheres.",
CCSS.Math.Content.8.SP.A.1," Construct and interpret scatter plots for bivariate measurement data to investigate patterns of association between two quantities. Describe patterns such as clustering, outliers, positive or negative association, linear association, and nonlinear association.",http://www.corestandards.org/Math/Content/8/SP/A/1,Statistics & Probability,Grade 8,Investigate patterns of association in bivariate data.,
CCSS.Math.Content.8.SP.A.2," Know that straight lines are widely used to model relationships between two quantitative variables. For scatter plots that suggest a linear association, informally fit a straight line, and informally assess the model fit by judging the closeness of the data points to the line.",http://www.corestandards.org/Math/Content/8/SP/A/2,Statistics & Probability,Grade 8,Investigate patterns of association in bivariate data.,
CCSS.Math.Content.8.SP.A.3," Use the equation of a linear model to solve problems in the context of bivariate measurement data, interpreting the slope and intercept. ",http://www.corestandards.org/Math/Content/8/SP/A/3,Statistics & Probability,Grade 8,Investigate patterns of association in bivariate data.,
CCSS.Math.Content.8.SP.A.4, Understand that patterns of association can also be seen in bivariate categorical data by displaying frequencies and relative frequencies in a two-way table. Construct and interpret a two-way table summarizing data on two categorical variables collected from the same subjects. Use relative frequencies calculated for rows or columns to describe possible association between the two variables. ,http://www.corestandards.org/Math/Content/8/SP/A/4,Statistics & Probability,Grade 8,Investigate patterns of association in bivariate data.,
CCSS.Math.Content.HSN-RN.A.1," Explain how the definition of the meaning of rational exponents follows from extending the properties of integer exponents to those values, allowing for a notation for radicals in terms of rational exponents. ",http://www.corestandards.org/Math/Content/HSN/RN/A/1,The Real Number System,High School: Number and Quantity,Extend the properties of exponents to rational exponents.,
CCSS.Math.Content.HSN-RN.A.2, Rewrite expressions involving radicals and rational exponents using the properties of exponents.,http://www.corestandards.org/Math/Content/HSN/RN/A/2,The Real Number System,High School: Number and Quantity,Extend the properties of exponents to rational exponents.,
CCSS.Math.Content.HSN-RN.B.3, Explain why the sum or product of two rational numbers is rational; that the sum of a rational number and an irrational number is irrational; and that the product of a nonzero rational number and an irrational number is irrational.,http://www.corestandards.org/Math/Content/HSN/RN/B/3,The Real Number System,High School: Number and Quantity,Use properties of rational and irrational numbers.,
CCSS.Math.Content.HSN-Q.A.1, Use units as a way to understand problems and to guide the solution of multi-step problems; choose and interpret units consistently in formulas; choose and interpret the scale and the origin in graphs and data displays.,http://www.corestandards.org/Math/Content/HSN/Q/A/1,Quantities,High School: Number and Quantity,Reason quantitatively and use units to solve problems.,
CCSS.Math.Content.HSN-Q.A.2, Define appropriate quantities for the purpose of descriptive modeling.,http://www.corestandards.org/Math/Content/HSN/Q/A/2,Quantities,High School: Number and Quantity,Reason quantitatively and use units to solve problems.,
CCSS.Math.Content.HSN-Q.A.3, Choose a level of accuracy appropriate to limitations on measurement when reporting quantities.,http://www.corestandards.org/Math/Content/HSN/Q/A/3,Quantities,High School: Number and Quantity,Reason quantitatively and use units to solve problems.,
CCSS.Math.Content.HSN-CN.A.1, Know there is a complex number ,http://www.corestandards.org/Math/Content/HSN/CN/A/1,The Complex Number System,High School: Number and Quantity,Perform arithmetic operations with complex numbers.,
CCSS.Math.Content.HSN-CN.A.2, Use the relation ,http://www.corestandards.org/Math/Content/HSN/CN/A/2,The Complex Number System,High School: Number and Quantity,Perform arithmetic operations with complex numbers.,
CCSS.Math.Content.HSN-CN.A.3, (+) Find the conjugate of a complex number; use conjugates to find moduli and quotients of complex numbers.,http://www.corestandards.org/Math/Content/HSN/CN/A/3,The Complex Number System,High School: Number and Quantity,Perform arithmetic operations with complex numbers.,
CCSS.Math.Content.HSN-CN.B.4," (+) Represent complex numbers on the complex plane in rectangular and polar form (including real and imaginary numbers), and explain why the rectangular and polar forms of a given complex number represent the same number.",http://www.corestandards.org/Math/Content/HSN/CN/B/4,The Complex Number System,High School: Number and Quantity,Represent complex numbers and their operations on the complex plane.,
CCSS.Math.Content.HSN-CN.B.6," (+) Calculate the distance between numbers in the complex plane as the modulus of the difference, and the midpoint of a segment as the average of the numbers at its endpoints.",http://www.corestandards.org/Math/Content/HSN/CN/B/6,The Complex Number System,High School: Number and Quantity,Represent complex numbers and their operations on the complex plane.,
CCSS.Math.Content.HSN-CN.B.5," (+) Represent addition, subtraction, multiplication, and conjugation of complex numbers geometrically on the complex plane; use properties of this representation for computation. ",http://www.corestandards.org/Math/Content/HSN/CN/B/5,The Complex Number System,High School: Number and Quantity,Represent complex numbers and their operations on the complex plane.,
CCSS.Math.Content.HSN-CN.C.7, Solve quadratic equations with real coefficients that have complex solutions.,http://www.corestandards.org/Math/Content/HSN/CN/C/7,The Complex Number System,High School: Number and Quantity,Use complex numbers in polynomial identities and equations.,
CCSS.Math.Content.HSN-CN.C.8, (+) Extend polynomial identities to the complex numbers. ,http://www.corestandards.org/Math/Content/HSN/CN/C/8,The Complex Number System,High School: Number and Quantity,Use complex numbers in polynomial identities and equations.,
CCSS.Math.Content.HSN-CN.C.9, (+) Know the Fundamental Theorem of Algebra; show that it is true for quadratic polynomials.,http://www.corestandards.org/Math/Content/HSN/CN/C/9,The Complex Number System,High School: Number and Quantity,Use complex numbers in polynomial identities and equations.,
CCSS.Math.Content.HSN-VM.A.1," (+) Recognize vector quantities as having both magnitude and direction. Represent vector quantities by directed line segments, and use appropriate symbols for vectors and their magnitudes (e.g., ",http://www.corestandards.org/Math/Content/HSN/VM/A/1,Vector & Matrix Quantities ,High School: Number and Quantity,Represent and model with vector quantities.,
CCSS.Math.Content.HSN-VM.A.2, (+) Find the components of a vector by subtracting the coordinates of an initial point from the coordinates of a terminal point.,http://www.corestandards.org/Math/Content/HSN/VM/A/2,Vector & Matrix Quantities ,High School: Number and Quantity,Represent and model with vector quantities.,
CCSS.Math.Content.HSN-VM.A.3, (+) Solve problems involving velocity and other quantities that can be represented by vectors.,http://www.corestandards.org/Math/Content/HSN/VM/A/3,Vector & Matrix Quantities ,High School: Number and Quantity,Represent and model with vector quantities.,
CCSS.Math.Content.HSN-VM.B.4, (+) Add and subtract vectors.,http://www.corestandards.org/Math/Content/HSN/VM/B/4,Vector & Matrix Quantities ,High School: Number and Quantity,Perform operations on vectors.,
CCSS.Math.Content.HSN-VM.B.4a," Add vectors end-to-end, component-wise, and by the parallelogram rule. Understand that the magnitude of a sum of two vectors is typically not the sum of the magnitudes.",http://www.corestandards.org/Math/Content/HSN/VM/B/4/a,Vector & Matrix Quantities ,High School: Number and Quantity,Perform operations on vectors.,CCSS.Math.Content.HSN-VM.B.4
CCSS.Math.Content.HSN-VM.B.4b," Given two vectors in magnitude and direction form, determine the magnitude and direction of their sum.",http://www.corestandards.org/Math/Content/HSN/VM/B/4/b,Vector & Matrix Quantities ,High School: Number and Quantity,Perform operations on vectors.,CCSS.Math.Content.HSN-VM.B.4
CCSS.Math.Content.HSN-VM.B.4c, Understand vector subtraction ,http://www.corestandards.org/Math/Content/HSN/VM/B/4/c,Vector & Matrix Quantities ,High School: Number and Quantity,Perform operations on vectors.,CCSS.Math.Content.HSN-VM.B.4
CCSS.Math.Content.HSN-VM.B.5, (+) Multiply a vector by a scalar.,http://www.corestandards.org/Math/Content/HSN/VM/B/5,Vector & Matrix Quantities ,High School: Number and Quantity,Perform operations on vectors.,
CCSS.Math.Content.HSN-VM.B.5a," Represent scalar multiplication graphically by scaling vectors and possibly reversing their direction; perform scalar multiplication component-wise, e.g., as ",http://www.corestandards.org/Math/Content/HSN/VM/B/5/a,Vector & Matrix Quantities ,High School: Number and Quantity,Perform operations on vectors.,CCSS.Math.Content.HSN-VM.B.5
CCSS.Math.Content.HSN-VM.B.5b, Compute the magnitude of a scalar multiple ,http://www.corestandards.org/Math/Content/HSN/VM/B/5/b,Vector & Matrix Quantities ,High School: Number and Quantity,Perform operations on vectors.,CCSS.Math.Content.HSN-VM.B.5
CCSS.Math.Content.HSN-VM.C.6," (+) Use matrices to represent and manipulate data, e.g., to represent payoffs or incidence relationships in a network.",http://www.corestandards.org/Math/Content/HSN/VM/C/6,Vector & Matrix Quantities ,High School: Number and Quantity,Perform operations on matrices and use matrices in applications.,
CCSS.Math.Content.HSN-VM.C.7," (+) Multiply matrices by scalars to produce new matrices, e.g., as when all of the payoffs in a game are doubled.",http://www.corestandards.org/Math/Content/HSN/VM/C/7,Vector & Matrix Quantities ,High School: Number and Quantity,Perform operations on matrices and use matrices in applications.,
CCSS.Math.Content.HSN-VM.C.8," (+) Add, subtract, and multiply matrices of appropriate dimensions.",http://www.corestandards.org/Math/Content/HSN/VM/C/8,Vector & Matrix Quantities ,High School: Number and Quantity,Perform operations on matrices and use matrices in applications.,
CCSS.Math.Content.HSN-VM.C.9," (+) Understand that, unlike multiplication of numbers, matrix multiplication for square matrices is not a commutative operation, but still satisfies the associative and distributive properties.",http://www.corestandards.org/Math/Content/HSN/VM/C/9,Vector & Matrix Quantities ,High School: Number and Quantity,Perform operations on matrices and use matrices in applications.,
CCSS.Math.Content.HSN-VM.C.10, (+) Understand that the zero and identity matrices play a role in matrix addition and multiplication similar to the role of 0 and 1 in the real numbers. The determinant of a square matrix is nonzero if and only if the matrix has a multiplicative inverse.,http://www.corestandards.org/Math/Content/HSN/VM/C/10,Vector & Matrix Quantities ,High School: Number and Quantity,Perform operations on matrices and use matrices in applications.,
CCSS.Math.Content.HSN-VM.C.11, (+) Multiply a vector (regarded as a matrix with one column) by a matrix of suitable dimensions to produce another vector. Work with matrices as transformations of vectors.,http://www.corestandards.org/Math/Content/HSN/VM/C/11,Vector & Matrix Quantities ,High School: Number and Quantity,Perform operations on matrices and use matrices in applications.,
CCSS.Math.Content.HSN-VM.C.12," (+) Work with 2 × 2 matrices as a transformations of the plane, and interpret the absolute value of the determinant in terms of area.",http://www.corestandards.org/Math/Content/HSN/VM/C/12,Vector & Matrix Quantities ,High School: Number and Quantity,Perform operations on matrices and use matrices in applications.,
CCSS.Math.Content.HSA-SSE.A.1, Interpret expressions that represent a quantity in terms of its context.,http://www.corestandards.org/Math/Content/HSA/SSE/A/1,Seeing Structure in Expressions,High School: Algebra,Interpret the structure of expressions.,
CCSS.Math.Content.HSA-SSE.A.1a," Interpret parts of an expression, such as terms, factors, and coefficients.",http://www.corestandards.org/Math/Content/HSA/SSE/A/1/a,Seeing Structure in Expressions,High School: Algebra,Interpret the structure of expressions.,CCSS.Math.Content.HSA-SSE.A.1
CCSS.Math.Content.HSA-SSE.A.1b, Interpret complicated expressions by viewing one or more of their parts as a single entity. ,http://www.corestandards.org/Math/Content/HSA/SSE/A/1/b,Seeing Structure in Expressions,High School: Algebra,Interpret the structure of expressions.,CCSS.Math.Content.HSA-SSE.A.1
CCSS.Math.Content.HSA-SSE.A.2, Use the structure of an expression to identify ways to rewrite it. ,http://www.corestandards.org/Math/Content/HSA/SSE/A/2,Seeing Structure in Expressions,High School: Algebra,Interpret the structure of expressions.,
CCSS.Math.Content.HSA-SSE.B.3, Choose and produce an equivalent form of an expression to reveal and explain properties of the quantity represented by the expression.,http://www.corestandards.org/Math/Content/HSA/SSE/B/3,Seeing Structure in Expressions,High School: Algebra,Write expressions in equivalent forms to solve problems.,
CCSS.Math.Content.HSA-SSE.B.3a, Factor a quadratic expression to reveal the zeros of the function it defines.,http://www.corestandards.org/Math/Content/HSA/SSE/B/3/a,Seeing Structure in Expressions,High School: Algebra,Write expressions in equivalent forms to solve problems.,CCSS.Math.Content.HSA-SSE.B.3
CCSS.Math.Content.HSA-SSE.B.3b, Complete the square in a quadratic expression to reveal the maximum or minimum value of the function it defines.,http://www.corestandards.org/Math/Content/HSA/SSE/B/3/b,Seeing Structure in Expressions,High School: Algebra,Write expressions in equivalent forms to solve problems.,CCSS.Math.Content.HSA-SSE.B.3
CCSS.Math.Content.HSA-SSE.B.3c, Use the properties of exponents to transform expressions for exponential functions. ,http://www.corestandards.org/Math/Content/HSA/SSE/B/3/c,Seeing Structure in Expressions,High School: Algebra,Write expressions in equivalent forms to solve problems.,CCSS.Math.Content.HSA-SSE.B.3
CCSS.Math.Content.HSA-SSE.B.4," Derive the formula for the sum of a finite geometric series (when the common ratio is not 1), and use the formula to solve problems. ",http://www.corestandards.org/Math/Content/HSA/SSE/B/4,Seeing Structure in Expressions,High School: Algebra,Write expressions in equivalent forms to solve problems.,
CCSS.Math.Content.HSA-APR.A.1," Understand that polynomials form a system analogous to the integers, namely, they are closed under the operations of addition, subtraction, and multiplication; add, subtract, and multiply polynomials.",http://www.corestandards.org/Math/Content/HSA/APR/A/1,Arithmetic with Polynomials & Rational Expressions,High School: Algebra,Perform arithmetic operations on polynomials.,
CCSS.Math.Content.HSA-APR.B.2, Know and apply the Remainder Theorem: For a polynomial ,http://www.corestandards.org/Math/Content/HSA/APR/B/2,Arithmetic with Polynomials & Rational Expressions,High School: Algebra,Understand the relationship between zeros and factors of polynomials.,
CCSS.Math.Content.HSA-APR.B.3," Identify zeros of polynomials when suitable factorizations are available, and use the zeros to construct a rough graph of the function defined by the polynomial.",http://www.corestandards.org/Math/Content/HSA/APR/B/3,Arithmetic with Polynomials & Rational Expressions,High School: Algebra,Understand the relationship between zeros and factors of polynomials.,
CCSS.Math.Content.HSA-APR.C.4, Prove polynomial identities and use them to describe numerical relationships. ,http://www.corestandards.org/Math/Content/HSA/APR/C/4,Arithmetic with Polynomials & Rational Expressions,High School: Algebra,Use polynomial identities to solve problems.,
CCSS.Math.Content.HSA-APR.C.5, (+) Know and apply the Binomial Theorem for the expansion of (,http://www.corestandards.org/Math/Content/HSA/APR/C/5,Arithmetic with Polynomials & Rational Expressions,High School: Algebra,Use polynomial identities to solve problems.,
CCSS.Math.Content.HSA-APR.D.6, Rewrite simple rational expressions in different forms; write ,http://www.corestandards.org/Math/Content/HSA/APR/D/6,Arithmetic with Polynomials & Rational Expressions,High School: Algebra,Rewrite rational expressions.,
CCSS.Math.Content.HSA-APR.D.7," (+) Understand that rational expressions form a system analogous to the rational numbers, closed under addition, subtraction, multiplication, and division by a nonzero rational expression; add, subtract, multiply, and divide rational expressions.",http://www.corestandards.org/Math/Content/HSA/APR/D/7,Arithmetic with Polynomials & Rational Expressions,High School: Algebra,Rewrite rational expressions.,
CCSS.Math.Content.HSA-CED.A.1, Create equations and inequalities in one variable and use them to solve problems. ,http://www.corestandards.org/Math/Content/HSA/CED/A/1,Creating Equations,High School: Algebra,Create equations that describe numbers or relationships.,
CCSS.Math.Content.HSA-CED.A.2, Create equations in two or more variables to represent relationships between quantities; graph equations on coordinate axes with labels and scales.,http://www.corestandards.org/Math/Content/HSA/CED/A/2,Creating Equations,High School: Algebra,Create equations that describe numbers or relationships.,
CCSS.Math.Content.HSA-CED.A.3," Represent constraints by equations or inequalities, and by systems of equations and/or inequalities, and interpret solutions as viable or nonviable options in a modeling context. ",http://www.corestandards.org/Math/Content/HSA/CED/A/3,Creating Equations,High School: Algebra,Create equations that describe numbers or relationships.,
CCSS.Math.Content.HSA-CED.A.4," Rearrange formulas to highlight a quantity of interest, using the same reasoning as in solving equations. ",http://www.corestandards.org/Math/Content/HSA/CED/A/4,Creating Equations,High School: Algebra,Create equations that describe numbers or relationships.,
CCSS.Math.Content.HSA-REI.A.1," Explain each step in solving a simple equation as following from the equality of numbers asserted at the previous step, starting from the assumption that the original equation has a solution. Construct a viable argument to justify a solution method.",http://www.corestandards.org/Math/Content/HSA/REI/A/1,Reasoning with Equations & Inequalities,High School: Algebra,Understand solving equations as a process of reasoning and explain the reasoning.,
CCSS.Math.Content.HSA-REI.A.2," Solve simple rational and radical equations in one variable, and give examples showing how extraneous solutions may arise.",http://www.corestandards.org/Math/Content/HSA/REI/A/2,Reasoning with Equations & Inequalities,High School: Algebra,Understand solving equations as a process of reasoning and explain the reasoning.,
CCSS.Math.Content.HSA-REI.B.3," Solve linear equations and inequalities in one variable, including equations with coefficients represented by letters.",http://www.corestandards.org/Math/Content/HSA/REI/B/3,Reasoning with Equations & Inequalities,High School: Algebra,Solve equations and inequalities in one variable.,
CCSS.Math.Content.HSA-REI.B.4, Solve quadratic equations in one variable.,http://www.corestandards.org/Math/Content/HSA/REI/B/4,Reasoning with Equations & Inequalities,High School: Algebra,Solve equations and inequalities in one variable.,
CCSS.Math.Content.HSA-REI.B.4a, Use the method of completing the square to transform any quadratic equation in ,http://www.corestandards.org/Math/Content/HSA/REI/B/4/a,Reasoning with Equations & Inequalities,High School: Algebra,Solve equations and inequalities in one variable.,CCSS.Math.Content.HSA-REI.B.4
CCSS.Math.Content.HSA-REI.B.4b," Solve quadratic equations by inspection (e.g., for ",http://www.corestandards.org/Math/Content/HSA/REI/B/4/b,Reasoning with Equations & Inequalities,High School: Algebra,Solve equations and inequalities in one variable.,CCSS.Math.Content.HSA-REI.B.4
CCSS.Math.Content.HSA-REI.C.5," Prove that, given a system of two equations in two variables, replacing one equation by the sum of that equation and a multiple of the other produces a system with the same solutions.",http://www.corestandards.org/Math/Content/HSA/REI/C/5,Reasoning with Equations & Inequalities,High School: Algebra,Solve systems of equations.,
CCSS.Math.Content.HSA-REI.C.6," Solve systems of linear equations exactly and approximately (e.g., with graphs), focusing on pairs of linear equations in two variables.",http://www.corestandards.org/Math/Content/HSA/REI/C/6,Reasoning with Equations & Inequalities,High School: Algebra,Solve systems of equations.,
CCSS.Math.Content.HSA-REI.C.7," Solve a simple system consisting of a linear equation and a quadratic equation in two variables algebraically and graphically. For example, find the points of intersection between the line ",http://www.corestandards.org/Math/Content/HSA/REI/C/7,Reasoning with Equations & Inequalities,High School: Algebra,Solve systems of equations.,
CCSS.Math.Content.HSA-REI.C.8, (+) Represent a system of linear equations as a single matrix equation in a vector variable.,http://www.corestandards.org/Math/Content/HSA/REI/C/8,Reasoning with Equations & Inequalities,High School: Algebra,Solve systems of equations.,
CCSS.Math.Content.HSA-REI.C.9, (+) Find the inverse of a matrix if it exists and use it to solve systems of linear equations (using technology for matrices of dimension 3 × 3 or greater).,http://www.corestandards.org/Math/Content/HSA/REI/C/9,Reasoning with Equations & Inequalities,High School: Algebra,Solve systems of equations.,
CCSS.Math.Content.HSA-REI.D.10," Understand that the graph of an equation in two variables is the set of all its solutions plotted in the coordinate plane, often forming a curve (which could be a line).",http://www.corestandards.org/Math/Content/HSA/REI/D/10,Reasoning with Equations & Inequalities,High School: Algebra,Represent and solve equations and inequalities graphically.,
CCSS.Math.Content.HSA-REI.D.11, Explain why the ,http://www.corestandards.org/Math/Content/HSA/REI/D/11,Reasoning with Equations & Inequalities,High School: Algebra,Represent and solve equations and inequalities graphically.,
CCSS.Math.Content.HSA-REI.D.12," Graph the solutions to a linear inequality in two variables as a half-plane (excluding the boundary in the case of a strict inequality), and graph the solution set to a system of linear inequalities in two variables as the intersection of the corresponding half-planes.",http://www.corestandards.org/Math/Content/HSA/REI/D/12,Reasoning with Equations & Inequalities,High School: Algebra,Represent and solve equations and inequalities graphically.,
CCSS.Math.Content.HSF-IF.A.1, Understand that a function from one set (called the domain) to another set (called the range) assigns to each element of the domain exactly one element of the range. If ,http://www.corestandards.org/Math/Content/HSF/IF/A/1,Interpreting Functions,High School: Functions,Understand the concept of a function and use function notation.,
CCSS.Math.Content.HSF-IF.A.2," Use function notation, evaluate functions for inputs in their domains, and interpret statements that use function notation in terms of a context.",http://www.corestandards.org/Math/Content/HSF/IF/A/2,Interpreting Functions,High School: Functions,Understand the concept of a function and use function notation.,
CCSS.Math.Content.HSF-IF.A.3," Recognize that sequences are functions, sometimes defined recursively, whose domain is a subset of the integers. ",http://www.corestandards.org/Math/Content/HSF/IF/A/3,Interpreting Functions,High School: Functions,Understand the concept of a function and use function notation.,
CCSS.Math.Content.HSF-IF.B.4," For a function that models a relationship between two quantities, interpret key features of graphs and tables in terms of the quantities, and sketch graphs showing key features given a verbal description of the relationship. ",http://www.corestandards.org/Math/Content/HSF/IF/B/4,Interpreting Functions,High School: Functions,Interpret functions that arise in applications in terms of the context.,
CCSS.Math.Content.HSF-IF.B.5," Relate the domain of a function to its graph and, where applicable, to the quantitative relationship it describes. ",http://www.corestandards.org/Math/Content/HSF/IF/B/5,Interpreting Functions,High School: Functions,Interpret functions that arise in applications in terms of the context.,
CCSS.Math.Content.HSF-IF.B.6, Calculate and interpret the average rate of change of a function (presented symbolically or as a table) over a specified interval. Estimate the rate of change from a graph.,http://www.corestandards.org/Math/Content/HSF/IF/B/6,Interpreting Functions,High School: Functions,Interpret functions that arise in applications in terms of the context.,
CCSS.Math.Content.HSF-IF.C.7," Graph functions expressed symbolically and show key features of the graph, by hand in simple cases and using technology for more complicated cases.",http://www.corestandards.org/Math/Content/HSF/IF/C/7,Interpreting Functions,High School: Functions,Analyze functions using different representations.,
CCSS.Math.Content.HSF-IF.C.7a," Graph linear and quadratic functions and show intercepts, maxima, and minima.",http://www.corestandards.org/Math/Content/HSF/IF/C/7/a,Interpreting Functions,High School: Functions,Analyze functions using different representations.,CCSS.Math.Content.HSF-IF.C.7
CCSS.Math.Content.HSF-IF.C.7b," Graph square root, cube root, and piecewise-defined functions, including step functions and absolute value functions.",http://www.corestandards.org/Math/Content/HSF/IF/C/7/b,Interpreting Functions,High School: Functions,Analyze functions using different representations.,CCSS.Math.Content.HSF-IF.C.7
CCSS.Math.Content.HSF-IF.C.7c," Graph polynomial functions, identifying zeros when suitable factorizations are available, and showing end behavior.",http://www.corestandards.org/Math/Content/HSF/IF/C/7/c,Interpreting Functions,High School: Functions,Analyze functions using different representations.,CCSS.Math.Content.HSF-IF.C.7
CCSS.Math.Content.HSF-IF.C.7d," (+) Graph rational functions, identifying zeros and asymptotes when suitable factorizations are available, and showing end behavior.",http://www.corestandards.org/Math/Content/HSF/IF/C/7/d,Interpreting Functions,High School: Functions,Analyze functions using different representations.,CCSS.Math.Content.HSF-IF.C.7
CCSS.Math.Content.HSF-IF.C.7e," Graph exponential and logarithmic functions, showing intercepts and end behavior, and trigonometric functions, showing period, midline, and amplitude.",http://www.corestandards.org/Math/Content/HSF/IF/C/7/e,Interpreting Functions,High School: Functions,Analyze functions using different representations.,CCSS.Math.Content.HSF-IF.C.7
CCSS.Math.Content.HSF-IF.C.8, Write a function defined by an expression in different but equivalent forms to reveal and explain different properties of the function.,http://www.corestandards.org/Math/Content/HSF/IF/C/8,Interpreting Functions,High School: Functions,Analyze functions using different representations.,
CCSS.Math.Content.HSF-IF.C.8a," Use the process of factoring and completing the square in a quadratic function to show zeros, extreme values, and symmetry of the graph, and interpret these in terms of a context.",http://www.corestandards.org/Math/Content/HSF/IF/C/8/a,Interpreting Functions,High School: Functions,Analyze functions using different representations.,CCSS.Math.Content.HSF-IF.C.8
